ozone layer,おぞんそう
cayenne pepper,かいえんぺっぱー
Geiger counter,がいがーかうんたー
Geiger counter,がいがーけいすうかん
Geiger-Mueller counter,がいがーみゅらーかうんたー
Geiger-Mueller counter,がいがーみゅらーけいすうかん
scale insect,かいがらむし
serenian (any aquatic mammal of order Sirenia, inc. manatees, and dugongs),かいぎゅう
sea cow,かいぎゅう
silkworm (Bombyx Mori),かいこ
Kaiser,かいざー
Geyserville,がいざーびる
spirit (ger: Geist),がいすと
Kaiser,かいぜる
handlebar mustache (lit: Kaiser),かいぜるひげ
greater argonaut (species of paper nautilus, Argonauta argo),かいだこ
guidance,がいだんす
little grebe (Tachybaptus ruficollis),かいつぶり
grebe (any waterbird of family Podicipedidae),かいつぶり
kite,かいと
tour guide,がいど
flowering crab apple (Malus halliana),かいどう
Kaido crab apple (Malus micromalus),かいどう
Chinese flowering apple (Malus spectabilis),かいどう
Siberian crab apple (Malus baccata),かいどう
aronia (flower),かいどう
guide number,がいどなんばー
guide pin,がいどぴん
guide pin screw,がいどぴんねじ
guidebook,がいどぶっく
guidepost,がいどぽすと
guide melody (karaoke melody to help the singer hold the tune),がいどめろでぃ
guideline,がいどらいん
Chi square test,かいにじょうけんてい
kinesics,かいねしくす
kinetin,かいねちん
Kuiper belt,かいぱーべると
caiman,かいまん
cayman (crocodilian similar to an alligator),かいまん
kymograph,かいもぐらふ
galliard (fre: gaillarde),がいやるど
Kylix,かいりっくす
guile,がいる
Cairo,かいろ
chiropractic,かいろてっく
chiropractor,かいろぷらくたー
chiropractic,かいろぷらくちっく
chiropractic,かいろぷらくてぃっく
chiropractor,かいろぷらたー
Cain complex (jealousy of a sibling, ultimately leading to hatred),かいんこんぷれっくす
automatically responding with an upload slot to someone who allows you to download (e.g. in P2P systems),かう
cover (e.g. book),かヴぁ
kava (Piper methysticum),かヴぁ
cover (e.g. book),かヴぁー
Gaussian,がうしあん
gauss,がうす
Gaussian curve,がうすきょくせん
Gaussian elimination,がうすしょうきょ
Gauss's law,がうすのほうそく
Gaussian distribution,がうすぶんぷ
normal distribution,がうすぶんぷ
couch,かうち
couch potato,かうちぽてと
television addict,かうちぽてと
gaucho,がうちょ
gaucho hat,がうちょはっと
gaucho pants,がうちょぱんつ
gaucho look,がうちょるっく
cowhide,かうはいど
cowbell,かうべる
cowboy,かうぼーい
cowboy hat,かうぼーいはっと
cowboy boots,かうぼーいぶーつ
cowling,かうりんぐ
cowl,かうる
cowl neckline,かうるねっくらいん
gown,がうん
council,かうんしる
counselor,かうんせらー
counsellor,かうんせらー
counseling,かうんせりんぐ
counter,かうんた
automatically responding with an upload slot to someone who allows you to download (e.g. in P2P systems),かうんた
counter,かうんたー
automatically responding with an upload slot to someone who allows you to download (e.g. in P2P systems),かうんたー
counter attack,かうんたーあたっく
counterintelligence,かうんたーいんてりじぇんす
counterculture,かうんたーかるちゃー
kitchen with a small counter for eating, usu. allowing a view into the living and dining rooms (和製: counter kitchen),かうんたーきっちん
maximum value in games (e.g. 99, 255, etc.) (和製: counter stop),かうんたーすとっぷ
counter display,かうんたーでぃすぷれー
countertenor,かうんたーてなー
counterpurchase,かうんたーぱーちぇす
counterpart,かうんたーぱーと
counterpunch,かうんたーぱんち
counterblow,かうんたーぶろう
counterblow,かうんたーぶろー
counter-propagation,かうんたーぷろぱげーしょん
county,かうんてぃ
count,かうんと
count-out,かうんとあうと
countdown,かうんとだうん
Caesar,かえさる
render unto Caesar the things which are Caesar's,かえさるのものはかえさるに
Aceraceae (plant family),かえでか
maple,かえでか
black-rumped waxbill (Estrilda troglodytes),かえでちょう
estrildid (any bird of family Estrildidae),かえでちょう
waxbill,かえでちょう
frog,かえる
frogfish (any fish of family Antennariidae, esp. the striated frogfish, Antennarius striatus),かえるあんこう
chytridiomycosis (fatal infectious disease of amphibians),かえるつぼかびしょう
roar,がおー
sound made by monsters,がおー
chaos,かおす
chaos theory,かおすりろん
Caodaism,かおだいきょう
kaolinite,かおりないと
variety of sorghum, esp. used in making spirits (chi: kaoliang),かおりゃん
kaolin,かおりん
rough potato (Metaplexis japonica),ががいも
milkweed family (Asclepiadaceae),ががいもか
cacao,かかお
cocoa,かかお
cacao butter,かかおばたー
cocoa butter,かかおばたー
cacao mass,かかおます
kaki,かき
Japanese persimmon (Diospyros kaki),かき
brat,がき
kids,がき
preta (hungry ghost),がき
ghoul,がき
oyster sauce,かきあぶら
post (to a BBS),かきこ
comment (on a blog),かきこ
rabbitear iris (Iris laevigata),かきつばた
claw,かぎづめ
talon,かぎづめ
persimmon tree (Diospyros kaki),かきのき
Ebenaceae (plant family),かきのきか
ebony,かきのきか
the order Ebenales (plant),かきのきもく
heavy petting,かきぱん
kaki mochi and peanuts (a common snack),かきぴー
velvet worm (Onychophora),かぎむし
classification for Japanese verb with the dictionary form ending inku,かぎょう
ka column or row of the kana syllabary,かぎょう
classification for Japanese verb with the dictionary form ending ingu,がぎょう
ga column or row of the kana syllabary,がぎょう
irregular conjugation (inflection, declension) of the verbkuru,かぎょうへんかくかつよう
Gaku hydrangea,がくあじさい
Hydrangea macrophylla,がくあじさい
body trembling,がくがく
teeth clattering,がくがく
something coming loose,がくがく
to shake like a jelly,がくがくぶるぶる
to tremble,がくがくぶるぶる
to shiver (from stress, fear or panic),がくがくぶるぶる
to experience a sense of stress, fear, or panic,がくがくぶるぶる
cactus,かくたす
fruit of a cactus in genus Opuntia (inc. prickly pears and cholla),かくたすぺあ
cactus pear,かくたすぺあ
(sound effect for) collapsing,がくっ
losing strength,がくっ
slumping,がくっ
cocktail,かくている
cubed daikon kimchi (kor: kkakdugi),かくてき
cocktail,かくてる
cocktail glass,かくてるぐらす
cocktail sauce,かくてるそーす
cocktail dress,かくてるどれす
cocktail party,かくてるぱーてぃー
cocktail lounge,かくてるらうんじ
cocktail treatment,かくてるりょうほう
to shake like a jelly,がくぶる
to tremble,がくぶる
to shiver (from stress, fear or panic),がくぶる
to experience a sense of stress, fear, or panic,がくぶる
bluntnose sixgill shark (species of cow shark, Hexanchus griseus),かぐらざめ
(sound effect for) collapsing,がくり
losing strength,がくり
slumping,がくり
Gacrux (aka Gamma Crucis),がくるくす
Encheliophis sagamianus (species of pearlfish),かくれうお
jerkingly,がくんがくん
Eurasian jay (Garrulus glandarius),かけす
(number of) months,かげつ
(number of) months,かげつ
(number of) months,かげつ
(number of) months,かげつ
counter for countries,かこく
counter for countries,かこく
counter for countries,かこく
counter for languages,かこくご
counter for languages,かこくご
counter for languages,かこくご
household search (conducted by the police),がさ
limpet (esp. species Cellana mazatlandica),かさがい
dry,かさかさ
bone dry,かさかさ
rustle,かさかさ
European magpie (Pica pica),かささぎ
Gaza Strip,がざちく
with a swoosh,がさっ
at one fell swoop,がさっ
gazania (esp. species Gazania rigens),がざにあ
swimming crab (Portunus trituberculatus),がざみ
degrees Fahrenheit,かし
paper mulberry (Broussonetia papyrifera),かじ
cassia (Cinnamomum aromaticum),かしあ
Rubus trifidus (species of raspberry),かじいちご
gadget,がじぇっと
gadget bag,がじぇっとばっぐ
Casio,かしお
Cassiopeia,かしおぺあ
sculpin (any fish of family Cottidae, inc. the bullheads and the miller's-thumb),かじか
Japanese fluvial sculpin (fish, Cottus pollux),かじか
kajika frog (Buergeria buergeri),かじかがえる
boisterously,がしがし
roughly,がしがし
briskly,がしがし
rental mobile phone,かしけいたい
rental cell phone,かしけいたい
cell phone that is rented,かしけいたい
oak flour (esp. as animal food),かしこ
acorn flour,かしこ
oak flour (esp. as animal food),かしご
acorn flour,かしご
black currant,かしす
Cassis (French black currant) liqueur,かしす
firmly,がしっ
casino,かじの
paper mulberry (Broussonetia papyrifera),かじのき
cashmere (fiber, yarn, fleece, clothing, etc. from the cashmere goat),かしみあ
cashmere yarn,かしみあいと
Cashmere goat,かしみあやぎ
Kashmir,かしみーる
Kashmir curry,かしみーるかれー
Kashmiri (language),かしみーるご
Kashmiri (people),かしみーるじん
cashmere (fiber, yarn, fleece, clothing, etc. from the cashmere goat),かしみや
standoff (mechanical fastener),かしめ
self-clinch hardware,かしめ
capsule-toy vending machine,がしゃぽん
machine-vended capsule toy,がしゃぽん
clash,がしゃん
casual,かじゅある
casual wear,かじゅあるうえあ
casual water,かじゅあるうぉーたー
casual look,かじゅあるるっく
cashew (Anacardium occidentale),かしゅー
acajou,かしゅー
cashew apple,かしゅーあっぷる
cashew nuts,かしゅーなっつ
cashew tree (Anacardium occidentale),かしゅーのき
